rnbqk2r/pp1pbppp/4pn2/2p5/2P5/1P3N2/PB1PPPPP/RN1QKB1R b KQkq c6 0 0:e2e3
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/1P2PN2/PB1P1PPP/RN1QKB1R w KQkq - 0 0:b7b6
rnbqk2r/ppppbppp/4pn2/8/8/1P3N2/PBPPPPPP/RN1QKB1R b KQkq c3 0 0:e2e3,d2d4
rnbqk2r/ppppbppp/4pn2/8/8/1P2PN2/PBPP1PPP/RN1QKB1R w KQkq - 0 0:b7b6,e8g8
rnbqk2r/p1ppbppp/1p2pn2/8/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 0 0:f1e2
rnbqk2r/p1ppbppp/1p2pn2/8/8/1P2PN2/PBPPBPPP/RN1QK2R w KQkq - 0 0:c8b7
rnbq2kr/ppppbppp/4pn2/8/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQ - 0 0:f1e2
rnbq2kr/ppppbppp/4pn2/8/8/1P2PN2/PBPPBPPP/RN1QK2R w KQ - 0 0:c7c5
rnbq2kr/ppppbppp/4pn2/8/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQ c6 0 0:d2d4
rnbq2kr/ppppbppp/4pn2/8/3P4/1P2PN2/PBP2PPP/RN1QKB1R w KQ d3 0 0:b7b6
rnbq2kr/ppppbppp/4pn2/8/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQ d3 0 0:h1g1
rnbq2kr/ppppbppp/4pn2/8/8/1P2PN2/PBPP1PPP/RN1QKBR1 w Q - 0 0:d7d5
rnbq2kr/ppppbppp/4pn2/8/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQ d6 0 0:c2c4
rnbq2kr/ppppbppp/4pn2/8/2P5/1P2PN2/PB1P1PPP/RN1QKB1R w KQ c3 0 0:b7b6
rnbqk2r/ppppbppp/4pn2/8/3P4/1P3N2/PBP1PPPP/RN1QKB1R w KQkq d3 0 0:b7b6
rnbqk2r/p1ppbppp/1p2pn2/8/3P4/1P3N2/PBP1PPPP/RN1QKB1R b KQkq - 0 0:c2c4
rnbqk2r/p1ppbppp/1p2pn2/8/2PP4/1P3N2/PB2PPPP/RN1QKB1R w KQkq c3 0 0:c8b7
rnbqk2r/ppppbppp/4pn2/8/3P4/1P3N2/PBP1PPPP/RN1QKB1R w KQkq c3 0 0:e8g8
rnbq2kr/ppppbppp/4pn2/8/3P4/1P3N2/PBP1PPPP/RN1QKB1R b KQ - 0 0:b1d2
rnbq2kr/ppppbppp/4pn2/8/3P4/1P3N2/PBPNPPPP/R2QKB1R w KQ - 0 0:b7b6
rnbqkb1r/pppp1ppp/4pn2/8/8/1P3N2/PBPPPPPP/RN1QKB1R w KQkq d3 0 0:b7b6
rnbqkb1r/p1pp1ppp/1p2pn2/8/8/1P3N2/PBPPPPPP/RN1QKB1R b KQkq - 0 0:e2e3
rnbqkb1r/p1pp1ppp/1p2pn2/8/8/1P2PN2/PBPP1PPP/RN1QKB1R w KQkq - 0 0:c8b7
rn1qkb1r/pbpp1ppp/1p2pn2/8/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 0 0:f1e2,c2c4
rn1qkb1r/pbpp1ppp/1p2pn2/8/8/1P2PN2/PBPPBPPP/RN1QK2R w KQkq - 0 0:f8e7,c7c5
rn1qkb1r/pbpp1ppp/1p2pn2/8/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq c6 0 0:d2d4
rn1qkb1r/pbpp1ppp/1p2pn2/8/3P4/1P2PN2/PBP2PPP/RN1QKB1R w KQkq d3 0 0:d7d5
rnbqkb1r/p1pp1ppp/1p2pn2/8/8/1P3N2/PBPPPPPP/RN1QKB1R b KQkq d3 0 0:g2g3,c2c4
rnbqkb1r/p1pp1ppp/1p2pn2/8/8/1P3NP1/PBPPPP1P/RN1QKB1R w KQkq - 0 0:c8b7
rn1qkb1r/pbpp1ppp/1p2pn2/8/8/1P3NP1/PBPPPP1P/RN1QKB1R b KQkq - 0 0:f1g2
rn1qkb1r/pbpp1ppp/1p2pn2/8/8/1P3NP1/PBPPPPBP/RN1QK2R w KQkq - 0 0:c7c5,d7d5,f8e7
rn1qkb1r/pbpp1ppp/1p2pn2/8/8/1P3NP1/PBPPPPBP/RN1QK2R w KQkq c6 0 0:f8e7
rnbqkb1r/p1pp1ppp/1p2pn2/8/8/1P3N2/PBPPPPPP/RN1QKB1R b KQkq d6 0 0:d2d4
rnbqkb1r/p1pp1ppp/1p2pn2/8/3P4/1P3N2/PBP1PPPP/RN1QKB1R w KQkq d3 0 0:c8b7
rn1qkb1r/pbpp1ppp/1p2pn2/8/3P4/1P3N2/PBP1PPPP/RN1QKB1R b KQkq - 0 0:e2e3,b1d2
rn1qkb1r/pbpp1ppp/1p2pn2/8/3P4/1P2PN2/PBP2PPP/RN1QKB1R w KQkq - 0 0:f8e7
rnbqkb1r/p1pp1ppp/1p2pn2/8/2P5/1P3N2/PB1PPPPP/RN1QKB1R w KQkq c3 0 0:c8b7
rn1qkb1r/pbpp1ppp/1p2pn2/8/2P5/1P3N2/PB1PPPPP/RN1QKB1R b KQkq - 0 0:g2g3,d2d3
rn1qkb1r/pbpp1ppp/1p2pn2/8/2P5/1P3NP1/PB1PPP1P/RN1QKB1R w KQkq - 0 0:f8e7
rn1qkb1r/pbpp1ppp/1p2pn2/8/2P5/1P1P1N2/PB2PPPP/RN1QKB1R w KQkq - 0 0:c7c5
rnbqkb1r/pppp1ppp/4pn2/8/8/1P3N2/PBPPPPPP/RN1QKB1R w KQkq c3 0 0:c7c5
rnbqkb1r/pp1p1ppp/4pn2/2p5/8/1P3N2/PBPPPPPP/RN1QKB1R b KQkq c6 0 0:g2g3
rnbqkb1r/pp1p1ppp/4pn2/2p5/8/1P3NP1/PBPPPP1P/RN1QKB1R w KQkq - 0 0:b7b6
rnbqkb1r/p2p1ppp/1p2pn2/2p5/8/1P3NP1/PBPPPP1P/RN1QKB1R b KQkq - 0 0:f1g2
rnbqkb1r/p2p1ppp/1p2pn2/2p5/8/1P3NP1/PBPPPPBP/RN1QK2R w KQkq - 0 0:c8b7
rnbqkb1r/pppp1ppp/4pn2/8/8/1P3N2/P1PPPPPP/RNBQKB1R b KQkq c6 0 0:c2c4
rnbqkb1r/pppp1ppp/4pn2/8/2P5/1P3N2/P2PPPPP/RNBQKB1R w KQkq c3 0 0:d7d5
rnbqkb1r/ppp2ppp/4pn2/3p4/2P5/1P3N2/P2PPPPP/RNBQKB1R b KQkq d6 0 0:c1b2
rnbqkb1r/pppp1ppp/4pn2/8/8/1P3N2/P1PPPPPP/RNBQKB1R b KQkq c3 0 0:g2g3
rnbqkb1r/pppp1ppp/4pn2/8/8/1P3NP1/P1PPPP1P/RNBQKB1R w KQkq - 0 0:d7d5
rnbqkb1r/ppp2ppp/4pn2/3p4/8/1P3NP1/P1PPPP1P/RNBQKB1R b KQkq d6 0 0:f1g2,c1b2
rnbqkb1r/ppp2ppp/4pn2/3p4/8/1P3NP1/P1PPPPBP/RNBQK2R w KQkq - 0 0:c7c5,f8e7
rnbqkb1r/pp3ppp/4pn2/2pp4/8/1P3NP1/P1PPPPBP/RNBQK2R b KQkq c6 0 0:c1b2
rnbqkb1r/pp3ppp/4pn2/2pp4/8/1P3NP1/P1PPPPBP/RNBQK2R b KQkq - 0 0:e1g1,c1b2
rnbqkb1r/pp3ppp/4pn2/2pp4/8/1P3NP1/P1PPPPBP/RNBQ2KR w kq - 0 0:b8c6,f8e7
rnbqkb1r/pppppppp/5n2/8/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq d6 0 0:d7d5,g7g6
rnbqkb1r/ppp1pppp/5n2/3p4/8/1P3N2/P1PPPPPP/RNBQKB1R b KQkq d6 0 0:c2c4
rnbqkb1r/ppp1pppp/5n2/3p4/2P5/1P3N2/P2PPPPP/RNBQKB1R w KQkq c3 0 0:e7e6
rnbqkb1r/ppp2ppp/4pn2/3p4/2P5/1P3N2/P2PPPPP/RNBQKB1R b KQkq - 0 0:c1b2
rnbqkb1r/ppp1pppp/5n2/3p4/8/1P3N2/P1PPPPPP/RNBQKB1R b KQkq c3 0 0:c1b2
rnbqkb1r/ppp1pppp/5n2/3p4/8/1P3N2/PBPPPPPP/RN1QKB1R w KQkq - 0 0:c7c5,b8d7,b7b6
rnbqkb1r/pp2pppp/5n2/2pp4/8/1P3N2/PBPPPPPP/RN1QKB1R b KQkq c6 0 0:g2g3
rnbqkb1r/pp2pppp/5n2/2pp4/8/1P3NP1/PBPPPP1P/RN1QKB1R w KQkq - 0 0:b8c6,g7g6,b7b5
r1bqkb1r/pp2pppp/2n2n2/2pp4/8/1P3NP1/PBPPPP1P/RN1QKB1R b KQkq - 0 0:f1g2
r1bqkb1r/pp2pppp/2n2n2/2pp4/8/1P3NP1/PBPPPPBP/RN1QK2R w KQkq - 0 0:c8f5,c8g4,d8c7
rnbqkb1r/pp2pp1p/5np1/2pp4/8/1P3NP1/PBPPPP1P/RN1QKB1R b KQkq - 0 0:f1g2
rnbqkb1r/pp2pp1p/5np1/2pp4/8/1P3NP1/PBPPPPBP/RN1QK2R w KQkq - 0 0:f8g7
rnbqkb1r/p3pppp/5n2/1ppp4/8/1P3NP1/PBPPPP1P/RN1QKB1R b KQkq b6 0 0:f1g2
rnbqkb1r/p3pppp/5n2/1ppp4/8/1P3NP1/PBPPPPBP/RN1QK2R w KQkq - 0 0:c8b7
rnbqkb1r/pp2pppp/5n2/2pp4/8/1P3N2/PBPPPPPP/RN1QKB1R b KQkq b6 0 0:e2e3
rnbqkb1r/pp2pppp/5n2/2pp4/8/1P2PN2/PBPP1PPP/RN1QKB1R w KQkq - 0 0:b8c6,a7a6,e7e6
r1bqkb1r/pp2pppp/2n2n2/2pp4/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 0 0:f1b5,d2d4
